t,x,y,z
22.18,-1.631889334,-0.3875285756,0
22.19,-1.630623538,-0.3880437024,0
22.2,-1.629357545,-0.3885571965,0
22.21,-1.62809137,-0.3890690575,0
22.22,-1.626825029,-0.3895792849,0
22.23,-1.62555854,-0.3900878783,0
22.24,-1.624291916,-0.3905948374,0
22.25,-1.623025176,-0.3911001618,0
22.26,-1.621758333,-0.3916038514,0
22.27,-1.620491404,-0.392105906,0
22.28,-1.619224405,-0.3926063256,0
22.29,-1.617957351,-0.3931051099,0
22.3,-1.616690258,-0.3936022592,0
22.31,-1.61542314,-0.3940977735,0
22.32,-1.614156014,-0.3945916529,0
22.33,-1.612888893,-0.3950838978,0
22.34,-1.611621794,-0.3955745084,0
22.35,-1.610354731,-0.396063485,0
22.36,-1.609087718,-0.3965508282,0
22.37,-1.607820771,-0.3970365385,0
22.38,-1.606553904,-0.3975206164,0
22.39,-1.60528713,-0.3980030627,0
22.4,-1.604020465,-0.3984838781,0
22.41,-1.602753921,-0.3989630635,0
22.42,-1.601487514,-0.3994406197,0
22.43,-1.600221256,-0.3999165477,0
22.44,-1.598955161,-0.4003908487,0
22.45,-1.597689243,-0.4008635237,0
22.46,-1.596423514,-0.401334574,0
22.47,-1.595157987,-0.401804001,0
22.48,-1.593892676,-0.402271806,0
22.49,-1.592627592,-0.4027379906,0
22.5,-1.591362748,-0.4032025563,0
22.51,-1.590098156,-0.4036655048,0
22.52,-1.588833828,-0.4041268378,0
22.53,-1.587569775,-0.4045865572,0
22.54,-1.58630601,-0.4050446649,0
22.55,-1.585042542,-0.405501163,0
22.56,-1.583779384,-0.4059560535,0
22.57,-1.582516546,-0.4064093387,0
22.58,-1.581254038,-0.4068610208,0
22.59,-1.579991871,-0.4073111023,0
22.6,-1.578730055,-0.4077595856,0
22.61,-1.577468599,-0.4082064732,0
22.62,-1.576207513,-0.4086517679,0
22.63,-1.574946806,-0.4090954724,0
22.64,-1.573686487,-0.4095375896,0
22.65,-1.572426565,-0.4099781223,0
22.66,-1.571167047,-0.4104170737,0
22.67,-1.569907943,-0.4108544469,0
22.68,-1.56864926,-0.4112902451,0
22.69,-1.567391005,-0.4117244716,0
22.7,-1.566133186,-0.4121571298,0
22.71,-1.564875809,-0.4125882233,0
22.72,-1.563618882,-0.4130177557,0
22.73,-1.56236241,-0.4134457306,0
22.74,-1.561106399,-0.4138721518,0
22.75,-1.559850856,-0.4142970233,0
22.76,-1.558595785,-0.4147203491,0
22.77,-1.557341191,-0.4151421331,0
22.78,-1.556087079,-0.4155623797,0
22.79,-1.554833454,-0.4159810929,0
22.8,-1.55358032,-0.4163982773,0
22.81,-1.552327679,-0.4168139373,0
22.82,-1.551075537,-0.4172280774,0
22.83,-1.549823894,-0.4176407022,0
22.84,-1.548572755,-0.4180518166,0
22.85,-1.547322121,-0.4184614252,0
22.86,-1.546071995,-0.4188695331,0
22.87,-1.544822378,-0.4192761451,0
22.88,-1.543573271,-0.4196812665,0
22.89,-1.542324676,-0.4200849024,0
22.9,-1.541076592,-0.4204870581,0
22.91,-1.539829019,-0.4208877389,0
22.92,-1.538581959,-0.4212869503,0
22.93,-1.537335409,-0.4216846977,0
22.94,-1.53608937,-0.4220809869,0
22.95,-1.534843839,-0.4224758236,0
22.96,-1.533598816,-0.4228692134,0
22.97,-1.532354297,-0.4232611622,0
22.98,-1.531110281,-0.4236516761,0
22.99,-1.529866764,-0.4240407611,0
23,-1.528623744,-0.4244284231,0
23.01,-1.527381217,-0.4248146685,0
23.02,-1.526139179,-0.4251995034,0
23.03,-1.524897625,-0.4255829343,0
23.04,-1.523656551,-0.4259649674,0
23.05,-1.522415951,-0.4263456093,0
23.06,-1.521175821,-0.4267248666,0
23.07,-1.519936154,-0.4271027458,0
23.08,-1.518696944,-0.4274792536,0
23.09,-1.517458184,-0.4278543968,0
23.1,-1.516219867,-0.4282281822,0
23.11,-1.514981986,-0.4286006166,0
23.12,-1.513744533,-0.428971707,0
23.13,-1.512507499,-0.4293414604,0
23.14,-1.511270877,-0.4297098839,0
23.15,-1.510034656,-0.4300769845,0
